YEAR,COW,PHYSINT,DISAP,KILL,POLPRIS,TORT,INJUD
1989,713,8,2,2,2,2,1
1990,713,8,2,2,2,2,1
1991,713,8,2,2,2,2,2
1992,713,8,2,2,2,2,2
1993,713,8,2,2,2,2,1
1994,713,8,2,2,2,2,1
1995,713,8,2,2,2,2,1
1996,713,6,2,2,1,1,1
1997,713,8,2,2,2,2,1
1998,713,7,2,2,2,1,1
1999,713,7,2,2,2,1,1
2000,713,6,2,2,2,0,1
2001,713,6,2,2,2,0,1
2002,713,7,2,2,2,1,1
2003,713,7,2,2,2,1,1
2004,713,7,2,2,2,1,1
2005,713,7,2,2,2,1,2
2006,713,8,2,2,2,2,1
2007,713,8,2,2,2,2,1
2008,713,8,2,2,2,2,1
2009,713,8,2,2,2,2,1
2010,713,8,2,2,2,2,1
1981,702,,,,,,
1982,702,,,,,,
1983,702,,,,,,
1984,702,,,,,,
1985,702,,,,,,
1986,702,,,,,,
1987,702,,,,,,
1988,702,,,,,,
1989,702,,,,,,
1990,702,,,,,,
1991,702,,,,,,
1992,702,2,0,0,1,1,0
1993,702,0,0,0,0,0,0
1994,702,0,0,0,0,0,0
1995,702,0,0,0,0,0,0
1996,702,0,0,0,0,0,0
1997,702,1,1,0,0,0,0
1998,702,1,1,0,0,0,0
1999,702,2,1,1,0,0,0
2000,702,1,1,0,0,0,0
2001,702,4,2,1,1,0,0
2002,702,3,2,1,0,0,0
2003,702,5,2,2,1,0,0
2004,702,5,2,2,1,0,0
2005,702,5,2,2,1,0,0
2006,702,4,2,1,1,0,0
2007,702,4,2,1,1,0,0
2008,702,4,2,1,1,0,0
2009,702,4,2,1,1,0,0
2010,702,4,2,1,1,0,0
1981,510,5,1,2,0,2,1
1982,510,5,1,2,1,1,1
1983,510,6,2,2,2,0,1
1984,510,6,2,2,1,1,1
1985,510,6,2,2,1,1,2
1986,510,6,2,2,1,1,1
1987,510,6,2,2,1,1,1
1988,510,4,1,1,1,1,1
1989,510,5,2,1,1,1,1
1990,510,3,2,1,0,0,0
1991,510,3,2,1,0,0,0
1992,510,7,2,2,1,2,0
1993,510,4,1,1,0,2,0
1994,510,6,2,2,1,1,1
1995,510,5,2,1,1,1,1
1996,510,5,2,1,1,1,1
1997,510,4,2,1,1,0,1
1998,510,5,2,2,1,0,1
1999,510,4,2,1,1,0,1
2000,510,3,2,0,0,1,1
2001,510,3,2,1,0,0,1
2002,510,7,2,2,2,1,1
2003,510,5,2,1,2,0,1
2004,510,3,2,1,0,0,1
2005,510,3,2,1,0,0,1
2006,510,5,2,1,1,1,0
2007,510,5,2,1,2,0,0
2008,510,4,2,1,1,0,0
2009,510,5,2,1,1,1,0
2010,510,5,2,1,1,1,0
1981,800,3,1,1,0,1,1
1982,800,4,1,1,1,1,1
1983,800,5,1,1,2,1,2
1984,800,5,1,1,1,2,1
1985,800,6,2,1,1,2,2
1986,800,5,1,2,1,1,2
1987,800,5,2,1,1,1,1
1988,800,4,1,2,1,0,1
1989,800,4,2,1,1,0,1
1990,800,3,1,1,1,0,1
1991,800,4,1,1,1,1,2
1992,800,3,0,0,1,2,2
1993,800,4,2,1,1,0,1
1994,800,5,2,2,1,0,1
1995,800,7,2,2,2,1,1
1996,800,5,2,1,1,1,1
1997,800,7,2,2,2,1,1
1998,800,6,2,2,1,1,1
1999,800,6,2,2,1,1,1
2000,800,5,2,1,1,1,1
2001,800,4,2,0,1,1,1
2002,800,6,2,1,2,1,1
2003,800,4,2,0,1,1,1
2004,800,4,1,0,2,1,1
2005,800,1,0,0,1,0,1
2006,800,3,0,0,2,1,1
2007,800,3,1,0,1,1,1
2008,800,3,1,0,1,1,1
2009,800,3,1,0,1,1,0
2010,800,1,1,0,0,0,1
1981,461,5,2,2,0,1,2
1982,461,6,2,2,1,1,1
1983,461,6,2,2,1,1,0
1984,461,5,1,1,2,1,0
1985,461,5,2,1,1,1,0
1986,461,4,2,1,1,0,0
1987,461,6,2,2,1,1,0
1988,461,6,2,2,1,1,0
1989,461,6,2,2,1,1,1
1990,461,3,1,1,0,1,0
1991,461,2,2,0,0,0,0
1992,461,2,1,0,1,0,0
1993,461,1,1,0,0,0,0
1994,461,1,0,0,1,0,0
1995,461,5,2,1,1,1,0
1996,461,5,2,1,1,1,0
1997,461,3,2,0,1,0,0
1998,461,4,2,1,1,0,0
1999,461,4,2,1,1,0,0
2000,461,5,2,1,1,1,0
2001,461,5,2,2,1,0,0
2002,461,5,2,2,1,0,0
2003,461,5,2,1,1,1,0
2004,461,4,2,1,1,0,0
2005,461,2,1,0,1,0,0
2006,461,3,1,1,1,0,0
2007,461,4,2,1,1,0,0
2008,461,5,2,2,1,0,0
2009,461,4,2,1,1,0,0
2010,461,3,2,1,0,0,0
1981,955,,,,,,-999
1982,955,,,,,,-999
1983,955,,,,,,-999
1984,955,,,,,,-999
1985,955,,,,,,-999
1986,955,,,,,,2
1987,955,,,,,,2
1988,955,,,,,,2
1989,955,,,,,,2
1990,955,,,,,,2
1991,955,,,,,,2
1992,955,,,,,,2
1993,955,,,,,,2
1994,955,,,,,,2
1995,955,,,,,,2
1996,955,,,,,,2
1997,955,,,,,,2
1998,955,,,,,,2
1999,955,,,,,,2
2000,955,,,,,,2
2001,955,7,2,2,2,1,2
2002,955,,,,,,2
2003,955,7,2,2,2,1,1
2004,955,7,2,2,2,1,1
2005,955,8,2,2,2,2,2
2006,955,7,2,2,2,1,2
2007,955,6,2,2,1,1,2
2008,955,6,2,2,1,1,2
2009,955,7,2,2,1,2,2
2010,955,8,2,2,2,2,2
1981,52,8,2,2,2,2,2
1982,52,7,2,2,2,1,2
1983,52,8,2,2,2,2,2
1984,52,8,2,2,2,2,2
1985,52,7,2,2,2,1,2
1986,52,8,2,2,2,2,2
1987,52,8,2,2,2,2,2
1988,52,7,2,2,2,1,2
1989,52,7,2,2,2,1,2
1990,52,5,2,1,1,1,2
1991,52,5,1,1,2,1,2
1992,52,6,2,1,2,1,2
1993,52,6,2,1,2,1,2
1994,52,5,2,2,1,0,2
1995,52,5,2,1,2,0,2
1996,52,7,2,2,2,1,2
1997,52,8,2,2,2,2,2
1998,52,8,2,2,2,2,2
1999,52,7,2,2,2,1,2
2000,52,8,2,2,2,2,2
2001,52,7,2,2,2,1,2
2002,52,7,2,2,2,1,2
2003,52,6,2,1,2,1,2
2004,52,6,2,1,2,1,2
2005,52,6,2,1,2,1,2
2006,52,6,2,1,2,1,1
2007,52,5,2,1,1,1,2
2008,52,6,2,1,2,1,2
2009,52,6,2,1,2,1,2
2010,52,6,2,1,2,1,2
1981,616,5,2,2,1,0,1
1982,616,6,2,2,1,1,2
1983,616,4,1,2,0,1,1
1984,616,6,2,2,1,1,1
1985,616,5,2,2,0,1,2
1986,616,3,2,1,0,0,1
1987,616,6,2,2,1,1,1
1988,616,5,2,2,0,1,2
1989,616,5,2,2,0,1,1
1990,616,4,2,2,0,0,0
1991,616,4,2,2,0,0,1
1992,616,4,2,2,0,0,1
1993,616,3,1,2,0,0,0
1994,616,4,2,2,0,0,0
1995,616,4,2,2,0,0,0
1996,616,6,2,2,1,1,0
1997,616,3,2,1,0,0,0
1998,616,4,2,2,0,0,0
1999,616,6,2,2,1,1,0
2000,616,3,2,1,0,0,0
2001,616,4,2,2,0,0,0
2002,616,4,2,2,0,0,0
2003,616,4,2,2,0,0,0
2004,616,4,2,2,0,0,0
2005,616,3,2,1,0,0,0
2006,616,3,2,1,0,0,0
2007,616,4,2,2,0,0,0
2008,616,3,2,1,0,0,0
2009,616,4,2,2,0,0,0
2010,616,3,2,1,0,0,0
1981,640,4,2,2,0,0,0
1982,640,5,2,1,1,1,1
1983,640,5,2,1,1,1,1
1984,640,4,2,2,0,0,2
1985,640,5,2,2,0,1,2
1986,640,3,2,1,0,0,2
1987,640,4,2,2,0,0,2
1988,640,5,2,2,0,1,2
1989,640,4,2,1,0,1,2
1990,640,3,1,2,0,0,2
1991,640,2,1,1,0,0,2
1992,640,2,1,0,1,0,1
1993,640,2,1,0,1,0,1
1994,640,0,0,0,0,0,1
1995,640,1,1,0,0,0,1
1996,640,0,0,0,0,0,1
1997,640,0,0,0,0,0,1
1998,640,2,1,1,0,0,1
1999,640,1,1,0,0,0,1
2000,640,2,2,0,0,0,1
2001,640,2,1,1,0,0,1
2002,640,2,1,1,0,0,1
2003,640,3,2,1,0,0,1
2004,640,3,2,1,0,0,1
2005,640,2,2,0,0,0,1
2006,640,3,2,1,0,0,1
2007,640,3,2,1,0,0,0
2008,640,2,2,0,0,0,0
2009,640,2,2,0,0,0,0
2010,640,3,2,1,0,0,1
1981,701,,,,,,
1982,701,,,,,,
1983,701,,,,,,
1984,701,,,,,,
1985,701,,,,,,
1986,701,,,,,,
1987,701,,,,,,
1988,701,,,,,,
1989,701,,,,,,
1990,701,,,,,,
1991,701,,,,,,
1992,701,6,2,2,1,1,1
1993,701,7,2,2,1,2,0
1994,701,4,0,2,1,1,0
1995,701,5,2,1,1,1,0
1996,701,6,2,2,1,1,0
1997,701,6,2,2,2,0,0
1998,701,5,2,2,1,0,0
1999,701,5,2,2,1,0,0
2000,701,4,2,1,1,0,0
2001,701,6,2,2,1,1,0
2002,701,5,2,2,1,0,0
2003,701,3,2,1,0,0,0
2004,701,3,2,1,0,0,0
2005,701,4,2,2,0,0,0
2006,701,3,2,1,0,0,0
2007,701,3,2,1,0,0,0
2008,701,4,2,2,0,0,0
2009,701,4,2,2,0,0,0
2010,701,4,2,2,0,0,0
1981,947,,,,,,-999
1982,947,,,,,,-999
1983,947,,,,,,-999
1984,947,,,,,,-999
1985,947,,,,,,-999
1986,947,,,,,,-999
1987,947,,,,,,-999
1988,947,,,,,,-999
1989,947,,,,,,-999
1990,947,,,,,,-999
1991,947,,,,,,2
1992,947,,,,,,2
1993,947,,,,,,2
1994,947,,,,,,2
1995,947,,,,,,2
1996,947,,,,,,2
1997,947,,,,,,2
1998,947,,,,,,2
1999,947,,,,,,2
2000,947,,,,,,2
2001,947,8,2,2,2,2,2
2002,947,,,,,,2
2003,947,8,2,2,2,2,2
2004,947,8,2,2,2,2,2
2005,947,8,2,2,2,2,2
2006,947,8,2,2,2,2,2
2007,947,8,2,2,2,2,2
2008,947,8,2,2,2,2,2
2009,947,8,2,2,2,2,2
2010,947,8,2,2,2,2,2
1981,500,0,0,0,0,0,2
1982,500,0,0,0,0,0,2
1983,500,0,0,0,0,0,1
1984,500,0,0,0,0,0,0
1985,500,,-77,-77,-77,-77,-77
1986,500,2,1,0,1,0,2
1987,500,2,1,0,0,1,2
1988,500,2,2,0,0,0,2
1989,500,2,2,0,0,0,1
1990,500,3,2,1,0,0,0
1991,500,4,2,2,0,0,1
1992,500,5,2,1,2,0,1
1993,500,4,2,1,1,0,1
1994,500,3,2,1,0,0,1
1995,500,4,2,1,1,0,1
1996,500,2,1,1,0,0,1
1997,500,3,1,1,1,0,1
1998,500,5,2,2,1,0,1
1999,500,3,2,1,0,0,1
2000,500,2,2,0,0,0,1
2001,500,3,2,1,0,0,1
2002,500,3,2,1,0,0,1
2003,500,2,1,1,0,0,1
2004,500,2,1,1,0,0,1
2005,500,2,1,1,0,0,1
2006,500,1,1,0,0,0,1
2007,500,3,2,1,0,0,1
2008,500,3,2,1,0,0,1
2009,500,2,1,1,0,0,0
2010,500,2,2,0,0,0,0
1981,369,,,,,,
1982,369,,,,,,
1983,369,,,,,,
1984,369,,,,,,
1985,369,,,,,,
1986,369,,,,,,
1987,369,,,,,,
1988,369,,,,,,
1989,369,,,,,,
1990,369,,,,,,
1991,369,,,,,,
1992,369,6,2,2,1,1,1
1993,369,7,2,2,2,1,0
1994,369,4,1,1,2,0,1
1995,369,4,2,1,1,0,1
1996,369,6,2,2,2,0,1
1997,369,5,1,1,2,1,1
1998,369,6,2,2,2,0,1
1999,369,6,2,2,2,0,1
2000,369,4,1,2,1,0,1
2001,369,6,2,2,2,0,1
2002,369,6,2,2,2,0,1
2003,369,3,2,1,0,0,1
2004,369,4,2,1,1,0,1
2005,369,5,2,1,2,0,0
2006,369,6,2,2,2,0,0
2007,369,4,2,1,1,0,0
2008,369,4,2,1,1,0,0
2009,369,5,2,1,2,0,0
2010,369,4,2,1,1,0,0
1981,696,8,2,2,2,2,1
1982,696,8,2,2,2,2,1
1983,696,8,2,2,2,2,1
1984,696,8,2,2,2,2,1
1985,696,8,2,2,2,2,1
1986,696,8,2,2,2,2,2
1987,696,5,2,2,1,0,1
1988,696,6,2,2,1,1,2
1989,696,7,2,2,2,1,2
1990,696,6,2,2,1,1,1
1991,696,6,2,2,1,1,2
1992,696,7,2,2,1,2,2
1993,696,7,2,2,1,2,2
1994,696,8,2,2,2,2,2
1995,696,7,2,2,1,2,2
1996,696,7,2,2,1,2,2
1997,696,4,2,1,0,1,2
1998,696,6,2,2,1,1,1
1999,696,8,2,2,2,2,1
2000,696,7,2,2,2,1,1
2001,696,5,1,2,1,1,1
2002,696,6,2,2,0,2,1
2003,696,8,2,2,2,2,1
2004,696,6,1,2,2,1,1
2005,696,6,2,2,1,1,1
2006,696,7,2,2,1,2,1
2007,696,6,2,2,1,1,1
2008,696,7,2,2,2,1,0
2009,696,7,2,2,2,1,0
2010,696,6,2,2,1,1,0
1981,200,7,2,2,2,1,2
1982,200,8,2,2,2,2,2
1983,200,8,2,2,2,2,2
1984,200,7,2,2,2,1,2
1985,200,5,2,1,1,1,2
1986,200,8,2,2,2,2,2
1987,200,6,2,2,1,1,2
1988,200,8,2,2,2,2,2
1989,200,8,2,2,2,2,2
1990,200,8,2,2,2,2,2
1991,200,4,2,1,0,1,2
1992,200,6,2,1,2,1,2
1993,200,7,2,2,2,1,1
1994,200,7,2,2,2,1,2
1995,200,6,2,1,2,1,2
1996,200,7,2,2,2,1,2
1997,200,6,2,1,2,1,2
1998,200,7,2,2,2,1,2
1999,200,7,2,2,2,1,2
2000,200,6,2,1,2,1,2
2001,200,7,2,2,2,1,2
2002,200,7,2,2,2,1,2
2003,200,7,2,2,2,1,2
2004,200,7,2,2,2,1,2
2005,200,5,2,1,1,1,2
2006,200,7,2,2,2,1,2
2007,200,7,2,2,2,1,2
2008,200,7,2,2,2,1,2
2009,200,6,2,1,2,1,2
2010,200,7,2,2,2,1,2
1981,2,8,2,2,2,2,2
1982,2,8,2,2,2,2,2
1983,2,8,2,2,2,2,2
1984,2,8,2,2,2,2,2
1985,2,7,2,2,2,1,2
1986,2,7,2,2,2,1,2
1987,2,8,2,2,2,2,2
1988,2,7,2,2,2,1,2
1989,2,7,2,2,2,1,2
1990,2,8,2,2,2,2,2
1991,2,7,2,2,2,1,2
1992,2,7,2,2,2,1,2
1993,2,7,2,2,2,1,2
1994,2,7,2,2,2,1,2
1995,2,7,2,2,2,1,2
1996,2,7,2,2,2,1,2
1997,2,7,2,2,2,1,2
1998,2,7,2,2,2,1,2
1999,2,7,2,2,2,1,2
2000,2,7,2,2,2,1,2
2001,2,5,2,2,0,1,2
2002,2,6,2,2,1,1,2
2003,2,6,2,2,1,1,2
2004,2,4,1,1,1,1,2
2005,2,4,2,1,1,0,2
2006,2,4,2,1,1,0,2
2007,2,5,2,1,1,1,2
2008,2,6,2,1,2,1,2
2009,2,5,2,1,1,1,2
2010,2,6,2,1,2,1,2
1981,165,4,2,2,0,0,1
1982,165,4,1,2,0,1,1
1983,165,5,2,2,0,1,1
1984,165,4,2,2,0,0,1
1985,165,7,2,2,2,1,2
1986,165,8,2,2,2,2,2
1987,165,7,1,2,2,2,2
1988,165,7,2,2,2,1,2
1989,165,7,2,2,2,1,2
1990,165,7,2,2,2,1,2
1991,165,6,2,1,2,1,2
1992,165,7,2,2,2,1,2
1993,165,7,2,2,2,1,2
1994,165,7,2,2,2,1,2
1995,165,6,2,2,2,0,2
1996,165,7,2,2,2,1,2
1997,165,5,1,2,1,1,2
1998,165,6,2,1,2,1,2
1999,165,7,2,2,2,1,2
2000,165,7,2,2,2,1,2
2001,165,8,2,2,2,2,2
2002,165,8,2,2,2,2,2
2003,165,6,2,2,2,0,2
2004,165,6,2,2,2,0,2
2005,165,6,2,2,2,0,2
2006,165,8,2,2,2,2,2
2007,165,8,2,2,2,2,2
2008,165,8,2,2,2,2,2
2009,165,7,2,2,2,1,2
2010,165,6,2,1,2,1,2
1981,704,,,,,,
1982,704,,,,,,
1983,704,,,,,,
1984,704,,,,,,
1985,704,,,,,,
1986,704,,,,,,
1987,704,,,,,,
1988,704,,,,,,
1989,704,,,,,,
1990,704,,,,,,
1991,704,,,,,,
1992,704,5,2,1,1,1,1
1993,704,4,1,2,1,0,1
1994,704,5,2,2,1,0,1
1995,704,3,1,1,0,1,1
1996,704,5,2,2,1,0,1
1997,704,2,1,1,0,0,1
1998,704,4,2,2,0,0,1
1999,704,3,2,1,0,0,1
2000,704,2,2,0,0,0,1
2001,704,3,2,1,0,0,1
2002,704,3,2,1,0,0,1
2003,704,2,1,1,0,0,1
2004,704,1,1,0,0,0,1
2005,704,1,1,0,0,0,0
2006,704,3,1,2,0,0,0
2007,704,4,2,2,0,0,0
2008,704,4,2,2,0,0,1
2009,704,3,2,1,0,0,0
2010,704,4,2,2,0,0,0
1981,935,,,,,,2
1982,935,,,,,,2
1983,935,,,,,,2
1984,935,,,,,,2
1985,935,,,,,,2
1986,935,,,,,,2
1987,935,,,,,,2
1988,935,,,,,,2
1989,935,,,,,,2
1990,935,,,,,,2
1991,935,,,,,,2
1992,935,,,,,,2
1993,935,,,,,,2
1994,935,,,,,,2
1995,935,,,,,,2
1996,935,,,,,,1
1997,935,,,,,,2
1998,935,,,,,,1
1999,935,,,,,,2
2000,935,,,,,,2
2001,935,8,2,2,2,2,2
2002,935,,,,,,2
2003,935,7,2,2,2,1,2
2004,935,7,2,2,2,1,2
2005,935,8,2,2,2,2,2
2006,935,8,2,2,2,2,2
2007,935,7,2,2,2,1,2
2008,935,7,2,2,2,1,2
2009,935,6,2,1,2,1,2
2010,935,7,2,2,2,1,2
1981,101,6,1,2,1,2,1
1982,101,5,1,1,2,1,2
1983,101,6,2,1,2,1,2
1984,101,3,0,1,2,0,1
1985,101,5,2,1,1,1,2
1986,101,4,1,1,1,1,1
1987,101,4,2,1,1,0,1
1988,101,5,2,1,1,1,2
1989,101,2,1,0,1,0,1
1990,101,2,0,0,2,0,2
1991,101,3,1,1,1,0,1
1992,101,1,1,0,0,0,1
1993,101,1,1,0,0,0,0
1994,101,1,1,0,0,0,0
1995,101,1,1,0,0,0,1
1996,101,2,2,0,0,0,1
1997,101,2,2,0,0,0,1
1998,101,3,2,0,1,0,1
1999,101,4,2,0,2,0,1
2000,101,4,2,0,2,0,1
2001,101,4,2,0,2,0,1
2002,101,4,2,0,2,0,1
2003,101,4,2,0,2,0,0
2004,101,2,1,0,1,0,0
2005,101,2,1,0,1,0,0
2006,101,2,1,0,1,0,0
2007,101,2,1,0,1,0,0
2008,101,3,2,0,1,0,0
2009,101,3,2,0,1,0,0
2010,101,2,1,0,1,0,0
1981,816,3,2,0,0,1,0
1982,816,3,1,1,0,1,0
1983,816,1,1,0,0,0,0
1984,816,3,2,0,0,1,0
1985,816,2,2,0,0,0,0
1986,816,2,2,0,0,0,0
1987,816,2,2,0,0,0,0
1988,816,3,2,1,0,0,0
1989,816,2,1,1,0,0,0
1990,816,4,2,2,0,0,0
1991,816,4,2,2,0,0,0
1992,816,5,2,2,0,1,0
1993,816,5,2,2,0,1,0
1994,816,4,2,1,0,1,0
1995,816,5,2,2,0,1,0
1996,816,5,2,2,0,1,0
1997,816,5,2,2,0,1,0
1998,816,4,2,2,0,0,0
1999,816,4,2,2,0,0,0
2000,816,4,2,1,0,1,0
2001,816,2,1,1,0,0,0
2002,816,4,1,2,0,1,0
2003,816,4,1,1,1,1,0
2004,816,3,1,1,0,1,0
2005,816,5,2,2,0,1,0
2006,816,4,2,1,0,1,0
2007,816,3,1,1,0,1,0
2008,816,2,1,1,0,0,0
2009,816,4,2,2,0,0,0
2010,816,3,2,1,0,0,0
1981,679,,,,,,
1982,679,,,,,,
1983,679,,,,,,
1984,679,,,,,,
1985,679,,,,,,
1986,679,,,,,,
1987,679,,,,,,
1988,679,,,,,,
1989,679,,,,,,
1990,679,,,,,,
1991,679,3,1,1,0,1,1
1992,679,2,1,1,0,0,1
1993,679,2,1,1,0,0,0
1994,679,2,1,1,0,0,0
1995,679,2,1,1,0,0,0
1996,679,1,0,0,0,1,0
1997,679,2,1,0,0,1,0
1998,679,2,0,1,0,1,0
1999,679,3,0,1,1,1,0
2000,679,2,1,1,0,0,0
2001,679,2,1,1,0,0,0
2002,679,5,2,2,1,0,0
2003,679,2,2,0,0,0,0
2004,679,2,2,0,0,0,0
2005,679,4,2,1,0,1,0
2006,679,3,2,1,0,0,0
2007,679,4,2,1,1,0,0
2008,679,2,1,1,0,0,0
2009,679,1,1,0,0,0,0
2010,679,1,1,0,0,0,0
1981,678,4,1,2,1,0,0
1982,678,4,1,1,1,1,0
1983,678,5,1,2,1,1,0
1984,678,4,1,2,1,0,0
1985,678,6,1,2,2,1,0
1986,678,6,2,2,1,1,0
1987,678,4,1,2,1,0,0
1988,678,4,2,1,1,0,0
1989,678,3,1,2,0,0,0
1990,678,4,1,2,1,0,0
1991,678,,,,,,
1992,678,,,,,,
1993,678,,,,,,
1994,678,,,,,,
1995,678,,,,,,
1996,678,,,,,,
1997,678,,,,,,
1998,678,,,,,,
1999,678,,,,,,
2000,678,,,,,,
2001,678,,,,,,
2002,678,,,,,,
2003,678,,,,,,
2004,678,,,,,,
2005,678,,,,,,
2006,678,,,,,,
2007,678,,,,0,,
2008,678,,,,,,
2009,678,,,,,,
2010,678,,,,,,
1981,680,,,,,,
1982,680,,,,,,
1983,680,,,,,,
1984,680,,,,,,
1985,680,,,,,,
1986,680,,,,,,
1987,680,,,,,,
1988,680,,,,,,
1989,680,,,,,,
1990,680,,,,,,
1991,680,,,,,,
1992,680,,,,,,
1993,680,,,,,,
1994,680,,,,,,
1995,680,,,,,,
1996,680,,,,,,
1997,680,,,,,,
1998,680,,,,,,
1999,680,,,,,,
2000,680,,,,,,
2001,680,,,,,,
2002,680,,,,,,
2003,680,,,,,,
2004,680,,,,,,
2005,680,,,,,,
2006,680,,,,,,
2007,680,,,,,,
2008,680,,,,,,
2009,680,,,,,,
2010,680,,,,,,
1981,345,4,1,1,0,2,1
1982,345,3,1,1,0,1,1
1983,345,4,1,2,0,1,1
1984,345,4,2,1,0,1,1
1985,345,4,2,2,0,0,1
1986,345,4,2,2,0,0,1
1987,345,5,2,2,0,1,1
1988,345,3,1,2,0,0,0
1989,345,2,1,1,0,0,1
1990,345,5,2,2,1,0,1
1991,345,1,0,0,1,0,1
1992,345,,,,,,
1993,345,,,,,,
1994,345,,,,,,
1995,345,,,,,,
1996,345,,,,,,
1997,345,,,,,,
1998,345,,,,,,
1999,345,,,,,,
2000,345,,,,,,
2001,345,,,,,,
2002,345,,,,,,
2003,345,,,,,,
2004,345,,,,,,
2005,345,,,,,,
2006,345,,,,,,
2007,345,,,,,,
2008,345,,,,,,
2009,345,,,,,,
2010,345,,,,,,
1981,345,,,,,,
1982,345,,,,,,
1983,345,,,,,,
1984,345,,,,,,
1985,345,,,,,,
1986,345,,,,,,
1987,345,,,,,,
1988,345,,,,,,
1989,345,,,,,,
1990,345,,,,,,
1991,345,,,,,,
1992,345,,,,,,
1993,345,,,,,,
1994,345,,,,,,
1995,345,,,,,,
1996,345,,,,,,
1997,345,,,,,,
1998,345,,,,,,
1999,345,,,,,,
2000,345,1,1,0,0,0,0
2001,345,5,2,2,0,1,1
2002,345,6,2,1,2,1,1
2003,345,,,,,,
2004,345,,,,,,
2005,345,,,,,,
2006,345,,,,,,
2007,345,,,,,,
2008,345,,,,,,
2009,345,,,,,,
2010,345,,,,,,
1981,551,4,2,1,0,1,2
1982,551,5,1,2,1,1,1
1983,551,4,2,0,1,1,1
1984,551,5,2,1,1,1,2
1985,551,6,2,2,1,1,2
1986,551,6,2,2,1,1,2
1987,551,4,2,1,0,1,1
1988,551,5,2,1,1,1,2
1989,551,4,2,1,1,0,2
1990,551,4,2,1,1,0,1
1991,551,4,2,0,1,1,2
1992,551,7,2,2,2,1,2
1993,551,4,2,1,1,0,2
1994,551,6,2,2,1,1,2
1995,551,6,2,2,1,1,2
1996,551,3,1,1,1,0,2
1997,551,3,1,1,1,0,2
1998,551,4,2,2,0,0,2
1999,551,5,2,1,2,0,2
2000,551,5,2,1,2,0,2
2001,551,5,2,1,2,0,2
2002,551,5,2,1,2,0,2
2003,551,5,2,1,2,0,2
2004,551,4,2,1,1,0,1
2005,551,4,2,1,1,0,1
2006,551,4,2,1,1,0,1
2007,551,5,2,1,2,0,1
2008,551,4,2,1,1,0,1
2009,551,4,2,1,1,0,1
2010,551,4,2,1,1,0,0
1981,552,7,1,2,2,2,2
1982,552,5,2,1,1,1,2
1983,552,2,1,0,0,1,2
1984,552,0,0,0,0,0,2
1985,552,1,0,1,0,0,2
1986,552,5,2,2,1,0,2
1987,552,5,2,2,0,1,2
1988,552,6,2,2,1,1,2
1989,552,4,0,2,1,1,2
1990,552,2,2,0,0,0,2
1991,552,4,2,1,1,0,2
1992,552,5,2,1,2,0,2
1993,552,4,2,0,2,0,2
1994,552,6,2,2,1,1,2
1995,552,4,2,1,1,0,2
1996,552,4,2,0,2,0,2
1997,552,6,2,2,2,0,1
1998,552,5,2,1,2,0,1
1999,552,6,2,2,2,0,1
2000,552,4,1,1,2,0,1
2001,552,3,1,1,1,0,1
2002,552,2,1,1,0,0,0
2003,552,2,1,1,0,0,0
2004,552,2,1,1,0,0,0
2005,552,2,1,1,0,0,0
2006,552,2,1,1,0,0,0
2007,552,1,0,1,0,0,0
2008,552,0,0,0,0,0,0
2009,552,0,0,0,0,0,0
2010,552,1,0,1,0,0,0
